Id,CreatedAt,CreatedBy,ModifiedAt,ModifiedBy,Name,Symbol
30c12ba9-a0e0-431c-4324-2cc8b978387e,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Silver,XAG
bc1e6bce-16cf-4184-4cc8-b222cdc7422e,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Singapore Dollar,SGD
a9e30358-ba85-4dfa-4875-5503c7341eb4,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Slovak Koruna,SKK
88d9f98e-9910-487a-49dc-df90d9e3f906,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Sol,PEH
8cde4c31-6c99-4024-4b50-2f0869f5b753,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Solomon Islands Dollar,SBD
bc8f64ca-8473-4f1c-4615-f168952121ab,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Som,KGS
37eee851-fd74-4da8-45ed-a04891bfbdb2,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Somali Shilling,SOS
459c2333-5385-4174-467e-d351a3a4a7d7,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Somoni,TJS
f113fc88-4a56-45c2-4854-d636feb089c6,3/4/2024,SYSTEM,3/4/2024,SYSTEM,South Sudanese Pound,SSP
b431ecdf-e8ea-456a-4ea2-083f0b4948a7,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Spanish Peseta,ESP
fd6ad725-25d8-43a0-4a6e-19ce777cf214,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Sri Lanka Rupee,LKR
758d3306-2e5e-45b3-463d-72dde773b3ac,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Sucre,XSU
ebe5c130-1c16-49b2-47b0-edb993e8383f,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Sudanese Dinar,SDD
c911beef-03db-4e2c-473a-98e56546f26f,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Sudanese Pound,SDG
479f4db5-e979-4490-430b-0de78f20bbb7,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Surinam Dollar,SRD
d4df7e70-99b5-4efb-41f5-fa0749dd5e6a,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Surinam Guilder,SRG
4535c3dd-a2e9-4ad5-4241-e3794b17d53a,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Swedish Krona,SEK
0313facc-e870-4b35-4e78-743d362430e9,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Swiss Franc,CHF
3ad71b32-beb9-4390-4924-52b35ebbb16f,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Syli,GNE
bff42811-a747-4548-4bba-297351b01324,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Syrian Pound,SYP
9f7bd5bb-7714-4c2e-4249-09b9a1c10ca9,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Tajik Ruble,TJR
8c9cc011-1498-4e0b-4a65-a20537993ed9,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Taka,BDT
49b8272a-3e35-4d1a-4af5-5a92765479c9,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Tala,WST
eedebc6e-5941-447a-4838-2ddc4b3bdd45,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Talonas,LTT
6a92b1f7-dc2f-42b0-4126-fba1da202e9c,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Tanzanian Shilling,TZS
a7eb04e3-9e41-4b5a-40ae-58ecbb2ec18f,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Tenge,KZT
4ac204f5-6962-4b62-4025-c824542527a6,3/4/2024,SYSTEM,3/4/2024,SYSTEM,The codes assigned for transactions where no currency is involved,XXX
1846b98f-2acb-4068-4ada-adb3e1d9625a,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Timor Escudo,TPE
275f8948-2f02-4f9d-4bd5-6495870b358e,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Tolar,SIT
aa888230-945b-4737-426e-544486fba9e8,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Trinidad and Tobago Dollar,TTD
b65e0ccc-cdf5-4467-4e72-a0d178a9ceb1,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Tugrik,MNT
02aa3208-b419-46f2-4107-13647a58e86f,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Tunisian Dinar,TND
f9ef2b8b-9d9a-4b2e-4bbb-530d8f741795,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Turkmenistan Manat,TMM
d8c2250e-4b95-4930-40c0-c3c9ef9b75f6,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Turkmenistan New Manat,TMT
25089c38-e5a2-4d6e-4575-e2de927920ce,3/4/2024,SYSTEM,3/4/2024,SYSTEM,UAE Dirham,AED
431dc1a9-8c57-4619-4d0b-ab1d4de48ef1,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Uganda Shilling,UGX
e6e9d23d-fbf4-452c-429b-e05423c48ff5,3/4/2024,SYSTEM,3/4/2024,SYSTEM,UIC-Franc,XFU
3b92424e-178b-4df4-4c70-8772ad3e4a1f,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Unidad de Fomento,CLF
29821dc1-2dd6-467b-4a40-e5e04a63ff2f,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Unidad de Valor Constante (UVC),ECV
8976b83c-9ed0-405e-48d6-49feb755486f,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Unidad de Valor Real,COU
17feb8c7-6433-4075-4d1c-4546479ac444,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Unidad Previsional,UYW
2e2a8ad3-fa72-4e88-459e-b62c9b30eae2,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Uruguay Peso en Unidades Indexadas (UI),UYI
1fb3f966-8aff-44e6-4959-4ffb2827881c,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Uruguayan Peso,UYP
d1f257e9-a4b4-4556-4329-951395d19e2e,3/4/2024,SYSTEM,3/4/2024,SYSTEM,US Dollar,USD
757a3b19-2eb9-4d97-425a-3e69e572936e,3/4/2024,SYSTEM,3/4/2024,SYSTEM,US Dollar (Next day),USN
f8a6f273-66a6-4f07-43f6-5e5e15f12b46,3/4/2024,SYSTEM,3/4/2024,SYSTEM,US Dollar (Same day),USS
8a47abe6-d91a-43f0-41f8-510e5f199c45,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Uzbekistan Sum,UZS
3608ef05-1012-4d48-4c9b-f4ea9102df01,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Vatu,VUV
507f7330-ca8c-48aa-4dd6-ef5ec52fb99b,3/4/2024,SYSTEM,3/4/2024,SYSTEM,WIR Euro,CHE
cbf08f06-4d51-4f74-471f-8714a0bff6ee,3/4/2024,SYSTEM,3/4/2024,SYSTEM,WIR Franc,CHW
604d4f37-126d-446a-4154-c74b3cef0f2a,3/4/2024,SYSTEM,3/4/2024,SYSTEM,WIR Franc (for electronic),CHC
6a98b5e7-c7a4-4922-4323-74ae28a92127,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Won,KRW
dcd8ff85-c81b-468b-4cb3-c22b9f59db7c,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Yemeni Dinar,YDD
9edde2f4-95d2-4205-4961-0b134e25971e,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Yemeni Rial,YER
6c78575b-41a9-41eb-4382-a280e753d672,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Yen,JPY
2779982f-609d-4e36-4eab-4b259e3a41d9,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Yuan Renminbi,CNY
70e36814-e1c9-4e97-48da-9f5a38b65e21,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Yugoslavian Dinar,YUN
19e2823d-ff66-4706-455b-ca60d6f4286e,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Zaire,ZRZ
caf9ad22-a784-47a0-42d3-99debf1b5b72,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Zambian Kwacha,ZMW
cb706f9a-0938-4495-48d1-5f7d0eb852de,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Zimbabwe Dollar,ZWL
46ecd47c-e238-486e-4b37-da2fec497cf7,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Zimbabwe Dollar (new),ZWN
fd9134ef-cb35-4e54-4f5a-44b586028803,3/4/2024,SYSTEM,3/4/2024,SYSTEM,Zloty,PLN
